experiment_id,initialization_timestamp,artifact_time_stamp,running_status,start_time,stop_time,execution_time,message,experiment_file_path,accuracy,is_model_accepted,created_time_stamp
9f62edfe-69de-4886-aeb5-542cc7c324de,2022-07-20-09-23-57,2022-07-20-09-23-57,True,2022-07-20 09:24:09.762873,,,Pipeline has been started.,experiment.csv,,,2022-07-20 09:24:09.763870
e082bd37-a91c-4f25-be05-a11cd4e683ea,2022-07-20-10-32-59,2022-07-20-10-32-59,True,2022-07-20 10:33:03.350733,,,Pipeline has been started.,experiment.csv,,,2022-07-20 10:33:03.352910
4d5ce98c-5b01-4eb0-9407-edec4c033f0f,2022-07-20-10-34-51,2022-07-20-10-34-51,True,2022-07-20 10:34:54.919829,,,Pipeline has been started.,experiment.csv,,,2022-07-20 10:34:54.921978
148b18ae-773b-4c43-ae09-c4359503009e,2022-07-20-10-38-08,2022-07-20-10-38-08,True,2022-07-20 10:38:11.657595,,,Pipeline has been started.,experiment.csv,,,2022-07-20 10:38:11.658594
e0349f45-dea7-4bdd-9da9-2f8b33f7baa0,2022-07-20-10-48-50,2022-07-20-10-48-50,True,2022-07-20 10:48:54.129615,,,Pipeline has been started.,experiment.csv,,,2022-07-20 10:48:54.131639
af25c1c7-bfcf-4648-91fb-e26c880c397c,2022-07-21-09-18-29,2022-07-21-09-18-29,True,2022-07-21 09:18:40.874832,,,Pipeline has been started.,experiment.csv,,,2022-07-21 09:18:40.875829
1760032f-bd19-42f1-adff-a422f2ee67e1,2022-07-21-10-10-11,2022-07-21-10-10-11,True,2022-07-21 10:10:14.830262,,,Pipeline has been started.,experiment.csv,,,2022-07-21 10:10:14.832443
0c346acf-8f52-48aa-b556-b5da81213367,2022-07-21-11-03-22,2022-07-21-11-03-22,True,2022-07-21 11:03:25.027763,,,Pipeline has been started.,experiment.csv,,,2022-07-21 11:03:25.030116
71511a3d-9048-4655-bc24-6f2007bf4253,2022-07-21-11-11-03,2022-07-21-11-11-03,True,2022-07-21 11:11:08.334136,,,Pipeline has been started.,experiment.csv,,,2022-07-21 11:11:08.338137
75d0b50f-4b62-4dc9-881d-6dfcb8971998,2022-07-21-11-12-02,2022-07-21-11-12-02,True,2022-07-21 11:12:06.797350,,,Pipeline has been started.,experiment.csv,,,2022-07-21 11:12:06.798347
009542f9-abe9-44f8-8a1e-d63a167ec25c,2022-07-22-09-59-45,2022-07-22-09-59-45,True,2022-07-22 09:59:51.707734,,,Pipeline has been started.,experiment.csv,,,2022-07-22 09:59:51.708446
d5231547-2ecf-45d8-b471-6a6f5fcde72d,2022-07-22-10-02-35,2022-07-22-10-02-35,True,2022-07-22 10:02:40.972350,,,Pipeline has been started.,experiment.csv,,,2022-07-22 10:02:40.974706
dbaeb69a-5c2a-4d9f-aa53-bbff356d406b,2022-07-22-10-06-08,2022-07-22-10-06-08,True,2022-07-22 10:06:13.686276,,,Pipeline has been started.,experiment.csv,,,2022-07-22 10:06:13.688668
2bb21fb8-ee6e-4541-8253-4e9b6d1d5eb8,2022-07-22-10-32-09,2022-07-22-10-32-09,True,2022-07-22 10:32:13.300518,,,Pipeline has been started.,experiment.csv,,,2022-07-22 10:32:13.302647
78d7a468-ea9c-405e-94bb-a666ec13e9fa,2022-07-22-10-34-31,2022-07-22-10-34-31,True,2022-07-22 10:34:36.517843,,,Pipeline has been started.,experiment.csv,,,2022-07-22 10:34:36.520255
940b40d8-7f13-4b7d-a78c-9a4a04be4189,2022-07-22-10-37-50,2022-07-22-10-37-50,True,2022-07-22 10:37:53.956785,,,Pipeline has been started.,experiment.csv,,,2022-07-22 10:37:53.958931
51ff2559-2eec-4f7c-8270-9cfa9a624151,2022-07-23-14-06-03,2022-07-23-14-06-03,True,2022-07-23 14:06:14.627259,,,Pipeline has been started.,experiment.csv,,,2022-07-23 14:06:14.628255
bb2392e6-f2eb-4725-8eda-88eb89ccafb0,2022-07-23-14-18-42,2022-07-23-14-18-42,True,2022-07-23 14:18:46.221690,,,Pipeline has been started.,experiment.csv,,,2022-07-23 14:18:46.222690
6ea3ae5a-2cad-47f2-9109-527a978c4ffb,2022-07-23-16-31-06,2022-07-23-16-31-06,True,2022-07-23 16:31:09.987555,,,Pipeline has been started.,experiment.csv,,,2022-07-23 16:31:09.989883
259a9e3e-c595-4b24-95ba-4e5bcf6bf74a,2022-07-23-16-32-07,2022-07-23-16-32-07,True,2022-07-23 16:32:11.224075,,,Pipeline has been started.,experiment.csv,,,2022-07-23 16:32:11.225405
9e19758d-52bd-4191-9b0b-4b88ba6b40c1,2022-07-23-16-38-15,2022-07-23-16-38-15,True,2022-07-23 16:38:20.061389,,,Pipeline has been started.,experiment.csv,,,2022-07-23 16:38:20.063356
5ca3bf66-1a19-415f-821c-1f4d9566e909,2022-07-23-20-58-35,2022-07-23-20-58-35,True,2022-07-23 20:58:42.714384,,,Pipeline has been started.,experiment.csv,,,2022-07-23 20:58:42.715380
0daca464-f79b-44c4-b820-51714924afec,2022-07-23-21-03-51,2022-07-23-21-03-51,True,2022-07-23 21:03:55.424388,,,Pipeline has been started.,experiment.csv,,,2022-07-23 21:03:55.425387
8e12c8a5-c74d-4439-bad1-b884e380286d,2022-07-23-22-04-35,2022-07-23-22-04-35,True,2022-07-23 22:04:41.610736,,,Pipeline has been started.,experiment.csv,,,2022-07-23 22:04:41.611671
d58ff9d5-d9e6-4036-953d-0e64bb14a0d8,2022-07-23-22-09-19,2022-07-23-22-09-19,True,2022-07-23 22:09:23.060807,,,Pipeline has been started.,experiment.csv,,,2022-07-23 22:09:23.062920
d58ff9d5-d9e6-4036-953d-0e64bb14a0d8,2022-07-23-22-09-19,2022-07-23-22-09-19,False,2022-07-23 22:09:23.060807,2022-07-23 22:10:26.575420,0 days 00:01:03.514613,Pipeline has been completed.,experiment.csv,0.6522812381877459,False,2022-07-23 22:10:26.575420
6626b8e6-8af8-4cd6-9f5c-87d70e29695b,2022-07-24-17-10-49,2022-07-24-17-10-49,True,2022-07-24 17:10:49.880318,,,Pipeline has been started.,experiment.csv,,,2022-07-24 17:10:49.882453
6626b8e6-8af8-4cd6-9f5c-87d70e29695b,2022-07-24-17-10-49,2022-07-24-17-10-49,False,2022-07-24 17:10:49.880318,2022-07-24 17:13:17.448363,0 days 00:02:27.568045,Pipeline has been completed.,experiment.csv,0.6522812381877459,False,2022-07-24 17:13:17.448363
e778ceee-c7f0-4132-949f-e0d8acb17cc8,2022-07-24-19-34-09,2022-07-24-19-34-09,True,2022-07-24 19:34:13.071729,,,Pipeline has been started.,experiment.csv,,,2022-07-24 19:34:13.073847
e778ceee-c7f0-4132-949f-e0d8acb17cc8,2022-07-24-19-34-09,2022-07-24-19-34-09,False,2022-07-24 19:34:13.071729,2022-07-24 19:35:17.573551,0 days 00:01:04.501822,Pipeline has been completed.,experiment.csv,0.6522812381877459,False,2022-07-24 19:35:17.573551
80ea9e61-be4c-4c28-bb8e-5829bb84bf17,2022-07-24-19-43-50,2022-07-24-19-43-50,True,2022-07-24 19:43:52.966922,,,Pipeline has been started.,experiment.csv,,,2022-07-24 19:43:52.966922
80ea9e61-be4c-4c28-bb8e-5829bb84bf17,2022-07-24-19-43-50,2022-07-24-19-43-50,False,2022-07-24 19:43:52.966922,2022-07-24 19:44:54.301134,0 days 00:01:01.334212,Pipeline has been completed.,experiment.csv,0.6522812381877459,False,2022-07-24 19:44:54.301134
2bbdb7cf-5d91-44fe-bad7-eed2222756cc,2022-07-24-20-51-01,2022-07-24-20-51-01,True,2022-07-24 20:51:04.601597,,,Pipeline has been started.,experiment.csv,,,2022-07-24 20:51:04.603387
7d7b1293-fdab-49fd-9613-07720a3302d0,2022-07-24-20-53-44,2022-07-24-20-53-44,True,2022-07-24 20:53:48.024251,,,Pipeline has been started.,experiment.csv,,,2022-07-24 20:53:48.026410
7d7b1293-fdab-49fd-9613-07720a3302d0,2022-07-24-20-53-44,2022-07-24-20-53-44,False,2022-07-24 20:53:48.024251,2022-07-24 20:54:50.052068,0 days 00:01:02.027817,Pipeline has been completed.,experiment.csv,0.6522812381877459,True,2022-07-24 20:54:50.052068
c114f5ae-f854-4735-81fc-f7e0bdcf426f,2022-07-25-11-03-08,2022-07-25-11-03-08,True,2022-07-25 11:03:08.679478,,,Pipeline has been started.,experiment.csv,,,2022-07-25 11:03:08.679478
c114f5ae-f854-4735-81fc-f7e0bdcf426f,2022-07-25-11-03-08,2022-07-25-11-03-08,False,2022-07-25 11:03:08.679478,2022-07-25 11:04:21.175081,0 days 00:01:12.495603,Pipeline has been completed.,experiment.csv,0.6522812381877459,False,2022-07-25 11:04:21.175081
06085ffe-d1f5-4f55-ad3a-c7ca67351719,2022-07-25-11-42-56,2022-07-25-11-42-56,True,2022-07-25 11:42:56.254682,,,Pipeline has been started.,experiment.csv,,,2022-07-25 11:42:56.259970
06085ffe-d1f5-4f55-ad3a-c7ca67351719,2022-07-25-11-42-56,2022-07-25-11-42-56,False,2022-07-25 11:42:56.254682,2022-07-25 11:45:44.260395,0 days 00:02:48.005713,Pipeline has been completed.,experiment.csv,0.6522812381877459,False,2022-07-25 11:45:44.261394
1a26a2ac-c67d-41e9-9d7e-2796ed8cfbe9,2022-07-25-12-01-30,2022-07-25-12-01-30,True,2022-07-25 12:01:33.546498,,,Pipeline has been started.,experiment.csv,,,2022-07-25 12:01:33.548602
1a26a2ac-c67d-41e9-9d7e-2796ed8cfbe9,2022-07-25-12-01-30,2022-07-25-12-01-30,False,2022-07-25 12:01:33.546498,2022-07-25 12:02:38.825707,0 days 00:01:05.279209,Pipeline has been completed.,experiment.csv,0.6522812381877459,False,2022-07-25 12:02:38.825707
0b51a0c9-5ada-4fb8-a7f2-bb47e0908e19,2022-07-25-20-23-21,2022-07-25-20-23-21,True,2022-07-25 20:23:32.889439,,,Pipeline has been started.,experiment.csv,,,2022-07-25 20:23:32.890482
0b51a0c9-5ada-4fb8-a7f2-bb47e0908e19,2022-07-25-20-23-21,2022-07-25-20-23-21,False,2022-07-25 20:23:32.889439,2022-07-25 20:24:38.243146,0 days 00:01:05.353707,Pipeline has been completed.,experiment.csv,0.6522812381877459,False,2022-07-25 20:24:38.243146
